country,year,pop,continent,lifeExp,gdpPercap
Ethiopia,2015,76511887,Africa,52.947,690.8055759
Finland,1960,4090500,Europe,66.55,6424.519071
Finland,1965,4324000,Europe,67.49,7545.415386
Finland,1970,4491443,Europe,68.75,9371.842561
Finland,1975,4605744,Europe,69.83,10921.63626
Finland,1980,4639657,Europe,70.87,14358.8759
Finland,1985,4738902,Europe,72.52,15605.42283
Finland,1990,4826933,Europe,74.55,18533.15761
Finland,1995,4931729,Europe,74.83,21141.01223
Finland,2000,5041039,Europe,75.7,20647.16499
Finland,2005,5134406,Europe,77.13,23723.9502
Finland,2010,5193039,Europe,78.37,28204.59057
Finland,2015,5238460,Europe,79.313,33207.0844
France,1960,42459667,Europe,67.41,7029.809327
France,1965,44310863,Europe,68.93,8662.834898
France,1970,47124000,Europe,70.51,10560.48553
France,1975,49569000,Europe,71.55,12999.91766
France,1980,51732000,Europe,72.38,16107.19171
France,1985,53165019,Europe,73.83,18292.63514
France,1990,54433565,Europe,74.89,20293.89746
France,1995,55630100,Europe,76.34,22066.44214
France,2000,57374179,Europe,77.46,24703.79615
France,2005,58623428,Europe,78.64,25889.78487
France,2010,59925035,Europe,79.59,28926.03234
France,2015,61083916,Europe,80.657,30470.0167
Gabon,1960,420702,Africa,37.003,4293.476475
Gabon,1965,434904,Africa,38.999,4976.198099
Gabon,1970,455661,Africa,40.489,6631.459222
Gabon,1975,489004,Africa,44.598,8358.761987
Gabon,1980,537977,Africa,48.69,11401.94841
Gabon,1985,706367,Africa,52.79,21745.57328
Gabon,1990,753874,Africa,56.564,15113.36194
Gabon,1995,880397,Africa,60.19,11864.40844
Gabon,2000,985739,Africa,61.366,13522.15752
Gabon,2005,1126189,Africa,60.461,14722.84188
Gabon,2010,1299304,Africa,56.761,12521.71392
Gabon,2015,1454867,Africa,56.735,13206.48452
Gambia,1960,284320,Africa,30,485.2306591
Gambia,1965,323150,Africa,32.065,520.9267111
Gambia,1970,374020,Africa,33.896,599.650276
Gambia,1975,439593,Africa,35.857,734.7829124
Gambia,1980,517101,Africa,38.308,756.0868363
Gambia,1985,608274,Africa,41.842,884.7552507
Gambia,1990,715523,Africa,45.58,835.8096108
Gambia,1995,848406,Africa,49.265,611.6588611
Gambia,2000,1025384,Africa,52.644,665.6244126
Gambia,2005,1235767,Africa,55.861,653.7301704
Gambia,2010,1457766,Africa,58.041,660.5855997
Gambia,2015,1688359,Africa,59.448,752.7497265
Germany,1960,69145952,Europe,67.5,7144.114393
Germany,1965,71019069,Europe,69.1,10187.82665
Germany,1970,73739117,Europe,70.3,12902.46291
Germany,1975,76368453,Europe,70.8,14745.62561
Germany,1980,78717088,Europe,71,18016.18027
Germany,1985,78160773,Europe,72.5,20512.92123
Germany,1990,78335266,Europe,73.8,22031.53274
Germany,1995,77718298,Europe,74.847,24639.18566
Germany,2000,80597764,Europe,76.07,26505.30317
Germany,2005,82011073,Europe,77.34,27788.88416
Germany,2010,82350671,Europe,78.67,30035.80198
Germany,2015,82400996,Europe,79.406,32170.37442
Ghana,1960,5581001,Africa,43.149,911.2989371
Ghana,1965,6391288,Africa,44.779,1043.561537
Ghana,1970,7355248,Africa,46.452,1190.041118
Ghana,1975,8490213,Africa,48.072,1125.69716
Ghana,1980,9354120,Africa,49.875,1178.223708
Ghana,1985,10538093,Africa,51.756,993.2239571
Ghana,1990,11400338,Africa,53.744,876.032569
Ghana,1995,14168101,Africa,55.729,847.0061135
Ghana,2000,16278738,Africa,57.501,925.060154
Ghana,2005,18418288,Africa,58.556,1005.245812
Ghana,2010,20550751,Africa,58.453,1111.984578
Ghana,2015,22873338,Africa,60.022,1327.60891
Greece,1960,7733250,Europe,65.86,3530.690067
Greece,1965,8096218,Europe,67.86,4916.299889
Greece,1970,8448233,Europe,69.51,6017.190733
Greece,1975,8716441,Europe,71,8513.097016
Greece,1980,8888628,Europe,72.34,12724.82957
Greece,1985,9308479,Europe,73.68,14195.52428
Greece,1990,9786480,Europe,75.24,15268.42089
Greece,1995,9974490,Europe,76.67,16120.52839
Greece,2000,10325429,Europe,77.03,17541.49634
Greece,2005,10502372,Europe,77.869,18747.69814
Greece,2010,10603863,Europe,78.256,22514.2548
Greece,2015,10706290,Europe,79.483,27538.41188
Guatemala,1960,3146381,Americas,42.023,2428.237769
Guatemala,1965,3640876,Americas,44.142,2617.155967
Guatemala,1970,4208858,Americas,46.954,2750.364446
Guatemala,1975,4690773,Americas,50.016,3242.531147
Guatemala,1980,5149581,Americas,53.738,4031.408271
Guatemala,1985,5703430,Americas,56.029,4879.992748
Guatemala,1990,6395630,Americas,58.137,4820.49479
Guatemala,1995,7326406,Americas,60.782,4246.485974
Guatemala,2000,8486949,Americas,63.373,4439.45084
Guatemala,2005,9803875,Americas,66.322,4684.313807
Guatemala,2010,11178650,Americas,68.978,4858.347495
Guatemala,2015,12572928,Americas,70.259,5186.050003
Guinea,1960,2664249,Africa,33.609,510.1964923
Guinea,1965,2876726,Africa,34.558,576.2670245
Guinea,1970,3140003,Africa,35.753,686.3736739
Guinea,1975,3451418,Africa,37.197,708.7595409
Guinea,1980,3811387,Africa,38.842,741.6662307
Guinea,1985,4227026,Africa,40.762,874.6858643
Guinea,1990,4710497,Africa,42.891,857.2503577
Guinea,1995,5650262,Africa,45.552,805.5724718
Guinea,2000,6990574,Africa,48.576,794.3484384
Guinea,2005,8048834,Africa,51.455,869.4497668
Guinea,2010,8807818,Africa,53.676,945.5835837
Guinea,2015,9947814,Africa,56.007,942.6542111
Guinea-Bissau,1960,580653,Africa,32.5,299.850319
Guinea-Bissau,1965,601095,Africa,33.489,431.7904566
Guinea-Bissau,1970,627820,Africa,34.488,522.0343725
Guinea-Bissau,1975,601287,Africa,35.492,715.5806402
Guinea-Bissau,1980,625361,Africa,36.486,820.2245876
Guinea-Bissau,1985,745228,Africa,37.465,764.7259628
Guinea-Bissau,1990,825987,Africa,39.327,838.1239671
Guinea-Bissau,1995,927524,Africa,41.245,736.4153921
Guinea-Bissau,2000,1050938,Africa,43.266,745.5398706
Guinea-Bissau,2005,1193708,Africa,44.873,796.6644681
Guinea-Bissau,2010,1332459,Africa,45.504,575.7047176
Guinea-Bissau,2015,1472041,Africa,46.388,579.231743
Haiti,1960,3201488,Americas,37.579,1840.366939
Haiti,1965,3507701,Americas,40.696,1726.887882
Haiti,1970,3880130,Americas,43.59,1796.589032
Haiti,1975,4318137,Americas,46.243,1452.057666
Haiti,1980,4698301,Americas,48.042,1654.456946
Haiti,1985,4908554,Americas,49.923,1874.298931
Haiti,1990,5198399,Americas,51.461,2011.159549
Haiti,1995,5756203,Americas,53.636,1823.015995
Haiti,2000,6326682,Americas,55.089,1456.309517
Haiti,2005,6913545,Americas,56.671,1341.726931
Haiti,2010,7607651,Americas,58.137,1270.364932
Haiti,2015,8502814,Americas,60.916,1201.637154
Honduras,1960,1517453,Americas,41.912,2194.926204
Honduras,1965,1770390,Americas,44.665,2220.487682
Honduras,1970,2090162,Americas,48.041,2291.156835
Honduras,1975,2500689,Americas,50.924,2538.269358
Honduras,1980,2965146,Americas,53.884,2529.842345
Honduras,1985,3055235,Americas,57.402,3203.208066
Honduras,1990,3669448,Americas,60.909,3121.760794
Honduras,1995,4372203,Americas,64.492,3023.096699
Honduras,2000,5077347,Americas,66.399,3081.694603
Honduras,2005,5867957,Americas,67.659,3160.454906
Honduras,2010,6677328,Americas,68.565,3099.72866
Honduras,2015,7483763,Americas,70.198,3548.330846
"Hong Kong, China",1960,2125900,Asia,60.96,3054.421209
"Hong Kong, China",1965,2736300,Asia,64.75,3629.076457
"Hong Kong, China",1970,3305200,Asia,67.65,4692.648272
"Hong Kong, China",1975,3722800,Asia,70,6197.962814
"Hong Kong, China",1980,4115700,Asia,72,8315.928145
"Hong Kong, China",1985,4583700,Asia,73.6,11186.14125
"Hong Kong, China",1990,5264500,Asia,75.45,14560.53051
"Hong Kong, China",1995,5584510,Asia,76.2,20038.47269
"Hong Kong, China",2000,5829696,Asia,77.601,24757.60301
"Hong Kong, China",2005,6495918,Asia,80,28377.63219
"Hong Kong, China",2010,6762476,Asia,81.495,30209.01516
"Hong Kong, China",2015,6980412,Asia,82.208,39724.97867
Hungary,1960,9504000,Europe,64.03,5263.673816
Hungary,1965,9839000,Europe,66.41,6040.180011
Hungary,1970,10063000,Europe,67.96,7550.359877
Hungary,1975,10223422,Europe,69.5,9326.64467
Hungary,1980,10394091,Europe,69.76,10168.65611
Hungary,1985,10637171,Europe,69.95,11674.83737
Hungary,1990,10705535,Europe,69.39,12545.99066
Hungary,1995,10612740,Europe,69.58,12986.47998
Hungary,2000,10348684,Europe,69.17,10535.62855
Hungary,2005,10244684,Europe,71.04,11712.7768
Hungary,2010,10083313,Europe,72.59,14843.93556
Hungary,2015,9956108,Europe,73.338,18008.94444
Iceland,1960,147962,Europe,72.49,7267.688428
Iceland,1965,165110,Europe,73.47,9244.001412
Iceland,1970,182053,Europe,73.68,10350.15906
Iceland,1975,198676,Europe,73.73,13319.89568
Iceland,1980,209275,Europe,74.46,15798.06362
Iceland,1985,221823,Europe,76.11,19654.96247
Iceland,1990,233997,Europe,76.99,23269.6075
Iceland,1995,244676,Europe,77.23,26923.20628
Iceland,2000,259012,Europe,78.77,25144.39201
Iceland,2005,271192,Europe,78.95,28061.09966
Iceland,2010,288030,Europe,80.5,31163.20196
Iceland,2015,301931,Europe,81.757,36180.78919
India,1960,372000000,Asia,37.373,546.5657493
India,1965,409000000,Asia,40.249,590.061996
India,1970,454000000,Asia,43.605,658.3471509
India,1975,506000000,Asia,47.193,700.7706107
India,1980,567000000,Asia,50.651,724.032527
India,1985,634000000,Asia,54.208,813.337323
India,1990,708000000,Asia,56.596,855.7235377
India,1995,788000000,Asia,58.553,976.5126756
India,2000,872000000,Asia,60.223,1164.406809
India,2005,959000000,Asia,61.765,1458.817442
India,2010,1034172547,Asia,62.879,1746.769454
India,2015,1110396331,Asia,64.698,2452.210407
Indonesia,1960,82052000,Asia,37.468,749.6816546
Indonesia,1965,90124000,Asia,39.918,858.9002707
Indonesia,1970,99028000,Asia,42.518,849.2897701
Indonesia,1975,109343000,Asia,45.964,762.4317721
Indonesia,1980,121282000,Asia,49.203,1111.107907
Indonesia,1985,136725000,Asia,52.702,1382.702056
Indonesia,1990,153343000,Asia,56.159,1516.872988
Indonesia,1995,169276000,Asia,60.137,1748.356961
Indonesia,2000,184816000,Asia,62.681,2383.140898
Indonesia,2005,199278000,Asia,66.041,3119.335603
Indonesia,2010,211060000,Asia,68.588,2873.91287
Indonesia,2015,223547000,Asia,70.65,3540.651564
Iran,1960,17272000,Asia,44.869,3035.326002
Iran,1965,19792000,Asia,47.181,3290.257643
Iran,1970,22874000,Asia,49.325,4187.329802
Iran,1975,26538000,Asia,52.469,5906.731805
Iran,1980,30614000,Asia,55.234,9613.818607
Iran,1985,35480679,Asia,57.702,11888.59508
Iran,1990,43072751,Asia,59.62,7608.334602
Iran,1995,51889696,Asia,63.04,6642.881371
Iran,2000,60397973,Asia,65.742,7235.653188
Iran,2005,63327987,Asia,68.042,8263.590301
Iran,2010,66907826,Asia,69.451,9240.761975
Iran,2015,69453570,Asia,70.964,11605.71449
Iraq,1960,5441766,Asia,45.32,4129.766056
Iraq,1965,6248643,Asia,48.437,6229.333562
Iraq,1970,7240260,Asia,51.457,8341.737815
Iraq,1975,8519282,Asia,54.459,8931.459811
Iraq,1980,10061506,Asia,56.95,9576.037596
Iraq,1985,11882916,Asia,60.413,14688.23507
Iraq,1990,14173318,Asia,62.038,14517.90711
Iraq,1995,16543189,Asia,65.044,11643.57268
Iraq,2000,17861905,Asia,59.461,3745.640687
Iraq,2005,20775703,Asia,58.811,3076.239795
Iraq,2010,24001816,Asia,57.046,4390.717312
Iraq,2015,27499638,Asia,59.545,4471.061906
Ireland,1960,2952156,Europe,66.91,5210.280328
Ireland,1965,2878220,Europe,68.9,5599.077872
Ireland,1970,2830000,Europe,70.29,6631.597314
Ireland,1975,2900100,Europe,71.08,7655.568963
Ireland,1980,3024400,Europe,71.28,9530.772896
Ireland,1985,3271900,Europe,72.03,11150.98113
Ireland,1990,3480000,Europe,73.1,12618.32141
Ireland,1995,3539900,Europe,74.36,13872.86652
Ireland,2000,3557761,Europe,75.467,17558.81555
Ireland,2005,3667233,Europe,76.122,24521.94713
Ireland,2010,3879155,Europe,77.783,34077.04939
Ireland,2015,4109086,Europe,78.885,40675.99635
Israel,1960,1620914,Asia,65.39,4086.522128
Israel,1965,1944401,Asia,67.84,5385.278451
Israel,1970,2310904,Asia,69.39,7105.630706
Israel,1975,2693585,Asia,70.75,8393.741404
Israel,1980,3095893,Asia,71.63,12786.93223
Israel,1985,3495918,Asia,73.06,13306.61921
Israel,1990,3858421,Asia,74.45,15367.0292
Israel,1995,4203148,Asia,75.6,17122.47986
Israel,2000,4936550,Asia,76.93,18051.52254
Israel,2005,5531387,Asia,78.269,20896.60924
Israel,2010,6029529,Asia,79.696,21905.59514
Israel,2015,6426679,Asia,80.745,25523.2771
Italy,1960,47666000,Europe,65.94,4931.404155
Italy,1965,49182000,Europe,67.81,6248.656232
Italy,1970,50843200,Europe,69.24,8243.58234
Italy,1975,52667100,Europe,71.06,10022.40131
Italy,1980,54365564,Europe,72.19,12269.27378
Italy,1985,56059245,Europe,73.48,14255.98475
Italy,1990,56535636,Europe,74.98,16537.4835
Italy,1995,56729703,Europe,76.42,19207.23482
Italy,2000,56840847,Europe,77.44,22013.64486
Italy,2005,57479469,Europe,78.82,24675.02446
Italy,2010,57926999,Europe,80.24,27968.09817
Italy,2015,58147733,Europe,80.546,28569.7197
Jamaica,1960,1426095,Americas,58.53,2898.530881
Jamaica,1965,1535090,Americas,62.61,4756.525781
Jamaica,1970,1665128,Americas,65.61,5246.107524
Jamaica,1975,1861096,Americas,67.51,6124.703451
Jamaica,1980,1997616,Americas,69,7433.889293
Jamaica,1985,2156814,Americas,70.11,6650.195573
Jamaica,1990,2298309,Americas,71.21,6068.05135
Jamaica,1995,2326606,Americas,71.77,6351.237495
Jamaica,2000,2378618,Americas,71.766,7404.923685
Jamaica,2005,2531311,Americas,72.262,7121.924704
Jamaica,2010,2664659,Americas,72.047,6994.774861
Jamaica,2015,2780132,Americas,72.567,7320.880262
Japan,1960,86459025,Asia,63.03,3216.956347
Japan,1965,91563009,Asia,65.5,4317.694365
Japan,1970,95831757,Asia,68.73,6576.649461
Japan,1975,100825279,Asia,71.43,9847.788607
Japan,1980,107188273,Asia,73.42,14778.78636
Japan,1985,113872473,Asia,75.38,16610.37701
Japan,1990,118454974,Asia,77.11,19384.10571
Japan,1995,122091325,Asia,78.67,22375.94189
Japan,2000,124329269,Asia,79.36,26824.89511
Japan,2005,125956499,Asia,80.69,28816.58499
Japan,2010,127065841,Asia,82,28604.5919
Japan,2015,127467972,Asia,82.603,31656.06806
Jordan,1960,607914,Asia,43.158,1546.907807
Jordan,1965,746559,Asia,45.669,1886.080591
Jordan,1970,933559,Asia,48.126,2348.009158
Jordan,1975,1255058,Asia,51.629,2741.796252
Jordan,1980,1613551,Asia,56.528,2110.856309
Jordan,1985,1937652,Asia,61.134,2852.351568
Jordan,1990,2347031,Asia,63.739,4161.415959
Jordan,1995,2820042,Asia,65.869,4448.679912
Jordan,2000,3867409,Asia,68.015,3431.593647
Jordan,2005,4526235,Asia,69.772,3645.379572
Jordan,2010,5307470,Asia,71.263,3844.917194
Jordan,2015,6053193,Asia,72.535,4519.461171
Kenya,1960,6464046,Africa,42.27,853.540919
Kenya,1965,7454779,Africa,44.686,944.4383152
Kenya,1970,8678557,Africa,47.949,896.9663732
Kenya,1975,10191512,Africa,50.654,1056.736457
Kenya,1980,12044785,Africa,53.559,1222.359968
Kenya,1985,14500404,Africa,56.155,1267.613204
Kenya,1990,17661452,Africa,58.766,1348.225791
Kenya,1995,21198082,Africa,59.339,1361.936856
Kenya,2000,25020539,Africa,59.285,1341.921721
Kenya,2005,28263827,Africa,54.407,1360.485021
Kenya,2010,31386842,Africa,50.992,1287.514732
Kenya,2015,35610177,Africa,54.11,1463.249282
"Korea, Dem. Rep.",1960,8865488,Asia,50.056,1088.277758
"Korea, Dem. Rep.",1965,9411381,Asia,54.081,1571.134655
"Korea, Dem. Rep.",1970,10917494,Asia,56.656,1621.693598
"Korea, Dem. Rep.",1975,12617009,Asia,59.942,2143.540609
"Korea, Dem. Rep.",1980,14781241,Asia,63.983,3701.621503
"Korea, Dem. Rep.",1985,16325320,Asia,67.159,4106.301249
"Korea, Dem. Rep.",1990,17647518,Asia,69.1,4106.525293
"Korea, Dem. Rep.",1995,19067554,Asia,70.647,4106.492315
"Korea, Dem. Rep.",2000,20711375,Asia,69.978,3726.063507
"Korea, Dem. Rep.",2005,21585105,Asia,67.727,1690.756814
"Korea, Dem. Rep.",2010,22215365,Asia,66.662,1646.758151
"Korea, Dem. Rep.",2015,23301725,Asia,67.297,1593.06548
"Korea, Rep.",1960,20947571,Asia,47.453,1030.592226
"Korea, Rep.",1965,22611552,Asia,52.681,1487.593537
"Korea, Rep.",1970,26420307,Asia,55.292,1536.344387
"Korea, Rep.",1975,30131000,Asia,57.716,2029.228142
"Korea, Rep.",1980,33505000,Asia,62.612,3030.87665
"Korea, Rep.",1985,36436000,Asia,64.766,4657.22102
"Korea, Rep.",1990,39326000,Asia,67.123,5622.942464
"Korea, Rep.",1995,41622000,Asia,69.81,8533.088805
"Korea, Rep.",2000,43805450,Asia,72.244,12104.27872
"Korea, Rep.",2005,46173816,Asia,74.647,15993.52796
"Korea, Rep.",2010,47969150,Asia,77.045,19233.98818
"Korea, Rep.",2015,49044790,Asia,78.623,23348.13973
Kuwait,1960,160000,Asia,55.565,108382.3529
Kuwait,1965,212846,Asia,58.033,113523.1329
Kuwait,1970,358266,Asia,60.47,95458.11176
Kuwait,1975,575003,Asia,64.624,80894.88326
Kuwait,1980,841934,Asia,67.712,109347.867
Kuwait,1985,1140357,Asia,69.343,59265.47714
Kuwait,1990,1497494,Asia,71.309,31354.03573
Kuwait,1995,1891487,Asia,74.174,28118.42998
Kuwait,2000,1418095,Asia,75.19,34932.91959
Kuwait,2005,1765345,Asia,76.156,40300.61996
Kuwait,2010,2111561,Asia,76.904,35110.10566
Kuwait,2015,2505559,Asia,77.588,47306.98978
Lebanon,1960,1439529,Asia,55.928,4834.804067
Lebanon,1965,1647412,Asia,59.489,6089.786934
Lebanon,1970,1886848,Asia,62.094,5714.560611
Lebanon,1975,2186894,Asia,63.87,6006.983042
Lebanon,1980,2680018,Asia,65.421,7486.384341
Lebanon,1985,3115787,Asia,66.099,8659.696836
Lebanon,1990,3086876,Asia,66.983,7640.519521
Lebanon,1995,3089353,Asia,67.926,5377.091329
Lebanon,2000,3219994,Asia,69.292,6890.806854
Lebanon,2005,3430388,Asia,70.265,8754.96385
Lebanon,2010,3677780,Asia,71.028,9313.93883
Lebanon,2015,3921278,Asia,71.993,10461.05868
Lesotho,1960,748747,Africa,42.138,298.8462121
Lesotho,1965,813338,Africa,45.047,335.9971151
Lesotho,1970,893143,Africa,47.747,411.8006266
Lesotho,1975,996380,Africa,48.492,498.6390265
Lesotho,1980,1116779,Africa,49.767,496.5815922
Lesotho,1985,1251524,Africa,52.208,745.3695408
Lesotho,1990,1411807,Africa,55.078,797.2631074
Lesotho,1995,1599200,Africa,57.18,773.9932141
Lesotho,2000,1803195,Africa,59.685,977.4862725
Lesotho,2005,1982823,Africa,55.558,1186.147994
Lesotho,2010,2046772,Africa,44.593,1275.184575
Lesotho,2015,2012649,Africa,42.592,1569.331442
Liberia,1960,863308,Africa,38.48,575.5729961
Liberia,1965,975950,Africa,39.486,620.9699901
Liberia,1970,1112796,Africa,40.502,634.1951625
Liberia,1975,1279406,Africa,41.536,713.6036483
Liberia,1980,1482628,Africa,42.614,803.0054535
Liberia,1985,1703617,Africa,43.764,640.3224383
Liberia,1990,1956875,Africa,44.852,572.1995694
Liberia,1995,2269414,Africa,46.027,506.1138573
Liberia,2000,1912974,Africa,40.802,636.6229191
Liberia,2005,2200725,Africa,42.221,609.1739508
Liberia,2010,2814651,Africa,43.753,531.4823679
Liberia,2015,3193942,Africa,45.678,414.5073415
Libya,1960,1019729,Africa,42.723,2387.54806
Libya,1965,1201578,Africa,45.289,3448.284395
Libya,1970,1441863,Africa,47.808,6757.030816
Libya,1975,1759224,Africa,50.227,18772.75169
Libya,1980,2183877,Africa,52.773,21011.49721
Libya,1985,2721783,Africa,57.442,21951.21176
Libya,1990,3344074,Africa,62.155,17364.27538
Libya,1995,3799845,Africa,66.234,11770.5898
Libya,2000,4364501,Africa,68.755,9640.138501
Libya,2005,4759670,Africa,71.555,9467.446056
Libya,2010,5368585,Africa,72.737,9534.677467
Libya,2015,6036914,Africa,73.952,12057.49928
Madagascar,1960,4762912,Africa,36.681,1443.011715
Madagascar,1965,5181679,Africa,38.865,1589.20275
Madagascar,1970,5703324,Africa,40.848,1643.38711
Madagascar,1975,6334556,Africa,42.881,1634.047282
Madagascar,1980,7082430,Africa,44.851,1748.562982
Madagascar,1985,8007166,Africa,46.881,1544.228586
Madagascar,1990,9171477,Africa,48.969,1302.878658
Madagascar,1995,10568642,Africa,49.35,1155.441948
Madagascar,2000,12210395,Africa,52.214,1040.67619
Madagascar,2005,14165114,Africa,54.978,986.2958956
Madagascar,2010,16473477,Africa,57.286,894.6370822
Madagascar,2015,19167654,Africa,59.443,1044.770126
Malawi,1960,2917802,Africa,36.256,369.1650802
Malawi,1965,3221238,Africa,37.207,416.3698064
Malawi,1970,3628608,Africa,38.41,427.9010856
Malawi,1975,4147252,Africa,39.487,495.5147806
Malawi,1980,4730997,Africa,41.766,584.6219709
Malawi,1985,5637246,Africa,43.767,663.2236766
Malawi,1990,6502825,Africa,45.642,632.8039209
Malawi,1995,7824747,Africa,47.457,635.5173634
Malawi,2000,10014249,Africa,49.42,563.2000145
Malawi,2005,10419991,Africa,47.495,692.2758103
Malawi,2010,11824495,Africa,45.009,665.4231186
Malawi,2015,13327079,Africa,48.303,759.3499101
Malaysia,1960,6748378,Asia,48.463,1831.132894
Malaysia,1965,7739235,Asia,52.102,1810.066992
Malaysia,1970,8906385,Asia,55.737,2036.884944
Malaysia,1975,10154878,Asia,59.371,2277.742396
Malaysia,1980,11441462,Asia,63.01,2849.09478
Malaysia,1985,12845381,Asia,65.256,3827.921571
Malaysia,1990,14441916,Asia,68,4920.355951
Malaysia,1995,16331785,Asia,69.5,5249.802653
Malaysia,2000,18319502,Asia,70.693,7277.912802
Malaysia,2005,20476091,Asia,71.938,10132.90964
Malaysia,2010,22662365,Asia,73.044,10206.97794
Malaysia,2015,24821286,Asia,74.241,12451.6558
Mali,1960,3838168,Africa,33.685,452.3369807
Mali,1965,4241884,Africa,35.307,490.3821867
Mali,1970,4690372,Africa,36.936,496.1743428
Mali,1975,5212416,Africa,38.487,545.0098873
Mali,1980,5828158,Africa,39.977,581.3688761
Mali,1985,6491649,Africa,41.714,686.3952693
Mali,1990,6998256,Africa,43.916,618.0140641
Mali,1995,7634008,Africa,46.364,684.1715576
Mali,2000,8416215,Africa,48.388,739.014375
Mali,2005,9384984,Africa,49.903,790.2579846
Mali,2010,10580176,Africa,51.818,951.4097518
Mali,2015,12031795,Africa,54.467,1042.581557
Mauritania,1960,1022556,Africa,40.543,743.1159097
Mauritania,1965,1076852,Africa,42.338,846.1202613
Mauritania,1970,1146757,Africa,44.248,1055.896036
Mauritania,1975,1230542,Africa,46.289,1421.145193
Mauritania,1980,1332786,Africa,48.437,1586.851781
Mauritania,1985,1456688,Africa,50.852,1497.492223
Mauritania,1990,1622136,Africa,53.599,1481.150189
Mauritania,1995,1841240,Africa,56.145,1421.603576
Mauritania,2000,2119465,Africa,58.333,1361.369784
Mauritania,2005,2444741,Africa,60.43,1483.136136
Mauritania,2010,2828858,Africa,62.247,1579.019543
Mauritania,2015,3270065,Africa,64.164,1803.151496
Mauritius,1960,516556,Africa,50.986,1967.955707
Mauritius,1965,609816,Africa,58.089,2034.037981
Mauritius,1970,701016,Africa,60.246,2529.067487
Mauritius,1975,789309,Africa,61.557,2475.387562
Mauritius,1980,851334,Africa,62.944,2575.484158
Mauritius,1985,913025,Africa,64.93,3710.982963
Mauritius,1990,992040,Africa,66.711,3688.037739
Mauritius,1995,1042663,Africa,68.74,4783.586903
Mauritius,2000,1096202,Africa,69.745,6058.253846
Mauritius,2005,1149818,Africa,70.736,7425.705295
Mauritius,2010,1200206,Africa,71.954,9021.815894
Mauritius,2015,1250882,Africa,72.801,10956.99112
Mexico,1960,30144317,Americas,50.789,3478.125529
Mexico,1965,35015548,Americas,55.19,4131.546641
Mexico,1970,41121485,Americas,58.299,4581.609385
Mexico,1975,47995559,Americas,60.11,5754.733883
Mexico,1980,55984294,Americas,62.361,6809.40669
Mexico,1985,63759976,Americas,65.032,7674.929108
Mexico,1990,71640904,Americas,67.405,9611.147541
Mexico,1995,80122492,Americas,69.498,8688.156003
Mexico,2000,88111030,Americas,71.455,9472.384295
Mexico,2005,95895146,Americas,73.67,9767.29753
Mexico,2010,102479927,Americas,74.902,10742.44053
Mexico,2015,108700891,Americas,76.195,11977.57496
Mongolia,1960,800663,Asia,42.244,786.5668575
Mongolia,1965,882134,Asia,45.248,912.6626085
Mongolia,1970,1010280,Asia,48.251,1056.353958
Mongolia,1975,1149500,Asia,51.253,1226.04113
Mongolia,1980,1320500,Asia,53.754,1421.741975
Mongolia,1985,1528000,Asia,55.491,1647.511665
Mongolia,1990,1756032,Asia,57.489,2000.603139
Mongolia,1995,2015133,Asia,60.222,2338.008304
Mongolia,2000,2312802,Asia,61.271,1785.402016
Mongolia,2005,2494803,Asia,63.625,1902.2521
Mongolia,2010,2674234,Asia,65.033,2140.739323
Mongolia,2015,2874127,Asia,66.803,3095.772271
Montenegro,1960,413834,Europe,59.164,2647.585601
Montenegro,1965,442829,Europe,61.448,3682.259903
Montenegro,1970,474528,Europe,63.728,4649.593785
Montenegro,1975,501035,Europe,67.178,5907.850937
Montenegro,1980,527678,Europe,70.636,7778.414017
Montenegro,1985,560073,Europe,73.066,9595.929905
Montenegro,1990,562548,Europe,74.101,11222.58762
Montenegro,1995,569473,Europe,74.865,11732.51017
Montenegro,2000,621621,Europe,75.435,7003.339037
Montenegro,2005,692651,Europe,75.445,6465.613349
Montenegro,2010,720230,Europe,73.981,6557.194282
Montenegro,2015,684736,Europe,74.543,9253.896111
Morocco,1960,9939217,Africa,42.873,1688.20357
Morocco,1965,11406350,Africa,45.423,1642.002314
Morocco,1970,13056604,Africa,47.924,1566.353493
Morocco,1975,14770296,Africa,50.335,1711.04477
Morocco,1980,16660670,Africa,52.862,1930.194975
Morocco,1985,18396941,Africa,55.73,2370.619976
Morocco,1990,20198730,Africa,59.65,2702.620356
Morocco,1995,22987397,Africa,62.677,2755.046991
Morocco,2000,25798239,Africa,65.393,2948.047252
Morocco,2005,28529501,Africa,67.66,2982.101858
Morocco,2010,31167783,Africa,69.615,3258.495584
Morocco,2015,33757175,Africa,71.164,3820.17523
Mozambique,1960,6446316,Africa,31.286,468.5260381
Mozambique,1965,7038035,Africa,33.779,495.5868333
Mozambique,1970,7788944,Africa,36.161,556.6863539
Mozambique,1975,8680909,Africa,38.113,566.6691539
Mozambique,1980,9809596,Africa,40.328,724.9178037
Mozambique,1985,11127868,Africa,42.495,502.3197334
Mozambique,1990,12587223,Africa,42.795,462.2114149
Mozambique,1995,12891952,Africa,42.861,389.8761846
Mozambique,2000,13160731,Africa,44.284,410.8968239
Mozambique,2005,16603334,Africa,46.344,472.3460771
Mozambique,2010,18473780,Africa,44.026,633.6179466
Mozambique,2015,19951656,Africa,42.082,823.6856205
Myanmar,1960,20092996,Asia,36.319,331
Myanmar,1965,21731844,Asia,41.905,350
